title,price,model,type,star_rating,reviews
"realme Book Prime Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)","₹56,999",Book Prime,Thin and Light Laptop,4.3,Has a great look..READ MORE
"realme Book Prime Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)","₹56,999",Book Prime,Thin and Light Laptop,4.3,After using it for 3 days i experienced it's performance is awesome design is awesome built quality is awesome but battery consumption is High not up to mark and display should be Anti glare and I'm tense about it's after sale service and durability.READ MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,"ProsGreat performance as r5 7250uHigh ram speed 5500mh ddr5 latestGood build quality and nice lookMainly battery is very good , for normal use it is up to 7- 8hrs,ConsOnboard ram(difficulty in upgrading)***No Microsoft office (for who needs it)No backlit keyboard andCamera is ok not 1080pConclusion-For this price it is one of the best in the market(Value for money for sure)(if your budget is higher go for higher specifications)*Any issues i will update it(currently i recommend...READ MORE"
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,"More than Value for my MoneyPurchased this laptop a week back and I must say I am Super impressed.Positives:1) Great Looks and build quality2) Light weight for a 15.6 inch laptop3) Its fast for its price, comes with a DDR5 Ram (others in this price come with DDR4)4) One of the few laptops with latest AMD R5 7000 series processor5) Phenomenal 7 hour Battery life6) Great for Calls7) Lots of Ports8) Great connectivity with wifi 6Negatives;1) No backlit keyb...READ MORE"
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,It is a good laptop it can run games easily but some games lag like efootbal (pes). display is good no issues inside. Speakers are not at all good. But I have headphones so no issues for me.NextBattery is super duper good if you are not doing gaming and stuf it will last you easily more than 6 hrs going up to 10hrs depending on the usage.If you are doing gaming than it will last you upto 3-4 hrs.Design is ok-ok not very good not very bad.(this is after 12 days of use)Overall good choice...READ MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,Overall godd product but display quality very badREAD MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,"Totally satisfied by this product, it's look is very elegant and it is also light weight, working very smoothly.READ MORE"
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,AwesomeREAD MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,Best laptop at that price performance is goodREAD MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,this is second time  i bought  acer laptop from flipkart it makes me faces problem after 10 days of use im facing not able to charge the laptop problem.last time my acer predator got turn off after buying after days. Display is not good overall looks is goodREAD MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,ConsDisplay is worstBuild quality is worstKeyboard is very cheap qualityPerformance is goodSpeakers not goodCamera is just ok not 1080pBattery is goodPlastic bodyPlease note that description of material in Flipkart is not mentioned all the details.Sad spaceMy suggestion would be go for small laptop instead of this onebuild quality of this laptop is so badSound is not goodDisplay is the worst I have ever seenTrying to return but Flipkart is not allowing me attached screenshot...READ MORE
"Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and Light Laptop  (15.6 Inch, Steel Gray, 1.78 Kg)","₹33,990",EX215-23,Thin and Light Laptop,4.1,The motherboard got malfunctioned within 10 days. Totally disappointed and feared to lose moneyREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Quality is best... I must say go for it ..READ MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Performance was good but not meant for heavy usage good for net surfing and browsingDisplay is not so good as mentioned ips panel but it is a tn panel and viewing angles are poor and colours are not so goodBattery backup is average 3-4 hours  Overall good product only con is displayREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Very usefull productsREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Nice products 👍👍👍 and nice delivery personThanks flipcartREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Good featuresREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,GoodREAD MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Very nice product.READ MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,I have used it for approximately 10days  I feel performance is better than HP and Dell but it will heat quickly. If in future Lenovo will resolve that issue then this will be value for money.READ MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,In this range this is very very good product.READ MORE
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN|81X800N2IN Thin and Light Laptop  (15.6 Inch, Grey, 1.7 Kg, With MS Office)","₹34,990",15ITL05,Thin and Light Laptop,4.2,Good productREAD MORE
"Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop  (15.6 Inch, Iron Grey, 1.7 Kg)","₹34,990",V15 G3 IAP,Thin and Light Laptop,4.2,Display is average.rest everything is goodREAD MORE
"Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop  (15.6 Inch, Iron Grey, 1.7 Kg)","₹34,990",V15 G3 IAP,Thin and Light Laptop,4.2,Not Bad Value For MoneyREAD MORE
"Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop  (15.6 Inch, Iron Grey, 1.7 Kg)","₹34,990",V15 G3 IAP,Thin and Light Laptop,4.2,Good productREAD MORE
"Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Laptop  (15.6 Inch, Iron Grey, 1.7 Kg)","₹34,990",V15 G3 IAP,Thin and Light Laptop,4.2,Not goodREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,"Complete value for money package! I am writing this review after using for a month. I am a CS student and  I basically use this laptop for coding and watching movies so let's start :-*DISPLAY - Decent 1080p panel, black levels are close to amoled, brightness is almost sufficient for use in daylight.*PERFORMANCE - Best among all the i3 laptops available in market, never faced any lag till now.*BATTERY - Could have been better, I usually get 3-3.5 hours backup when charged at 80% while watch...READ MORE"
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Nice product for collage freshersREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Great experience 🤩✌️READ MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,the laptop has a good build quality and performane is also good the only problem i faced is in battery and screen ( not protected by glass and shows some whitish area on a little bit of pressure)READ MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,"Under 35k one of the best laptop so go for it, without any doubt.READ MORE"
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Best Laptop this budget and awesome display design build quality only 1 disadvantage speakers are not so loudREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Portable laptop niceAnd display is excellenthigh end performance for office workREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,GoodREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Battery backup is not satisfactoryREAD MORE
"MSI Modern 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹36,990",Modern 14 C11M-031IN,Thin and Light Laptop,4.3,Value for money 💰 Best ProductI fall in love with the Design and Build quantityREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,I've been using it for almost a month. Its very good. Excellent choice for study purposes.READ MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Value for moneyREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Good product with fairly a good price...READ MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Good productREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Nice productREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,"Yes if you get this laptop at 47k then it's okay to have it as the processor generation is good , fingerprint reader is fast , and it is light laptop, battery is not soo much good no backlit provided if they improve backlit feature and battery then it's the best laptop , you can do coding and office and mcafee antivirus is freeYou can use it for multitaskingREAD MORE"
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,"Nice product , good qualityREAD MORE"
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Sound quality is very low.  You cannot activate student version McAfee antivirus with personal hotmail accountREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,For 48 k price ranger uh can go for itREAD MORE
"ASUS Vivobook 15 Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.7 Kg, With MS Office)","₹47,990",X1502ZA-EJ515WS,Thin and Light Laptop,4.1,Very bad no one purchase this it is a total waste of moneyREAD MORE
"Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop  (15.6 inch, Iron Grey, 1.8 kg)","₹21,990",Lenovo V15,Laptop,3.5,Very bedREAD MORE
"Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop  (15.6 inch, Iron Grey, 1.8 kg)","₹21,990",Lenovo V15,Laptop,3.5,It's little hanging when runningREAD MORE
"Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop  (15.6 inch, Iron Grey, 1.8 kg)","₹21,990",Lenovo V15,Laptop,3.5,Very bad product  it's not workingREAD MORE
"Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop  (15.6 inch, Iron Grey, 1.8 kg)","₹21,990",Lenovo V15,Laptop,3.5,Nice 👍READ MORE
"Lenovo Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop  (15.6 inch, Iron Grey, 1.8 kg)","₹21,990",Lenovo V15,Laptop,3.5,Camera and touchpad not workingREAD MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,The perfect one piece of modern timesEverything that's required is in it already 👍😀READ MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,"very bad product, battery backup poor,no keyboard backlight and Flipkart not to help me.so in future i wouldn't purchase on Flipkart.😭😭😭READ MORE"
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,Very very good laptop i am VERY happy 9 yeras old asus company 2 laptop allreadyREAD MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,"Performance is good. However Wi-Fi not working today, it is now only 30 days after delivery.  This is not expecting.READ MORE"
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,Product is heating too much even in normal day to day usage. Sometimes it shows black screen with no response.READ MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,Battery life is so weakerREAD MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,Asus laptop vivobook 15 one is the best laptop.❤️💐READ MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,Value for money products 👍READ MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,This products volumes very lowREAD MORE
"ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 Kg)","₹31,990",X1500EA-EJ311W,Thin and Light Laptop,4.3,"It is a good product, many things are new in it and it has a very smooth display, it is very good for the money.READ MORE"
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,It is really a great deal for the price... except battery backup everything is great...since this is a gaming laptop so not much expectations from battery...overall nice laptop...played gta 5 on high settings and it was really good.READ MORE
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,"Valu for money, performance is fantastic, and also good for Android development, battery backup average bcoz it's  gaming or performance laptop so it's compromised with batteryREAD MORE"
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,Over all good but  batter packup oky oky3 hour around full chargeVery nice product value for moneyJai shri RamREAD MORE
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,Nice but some issuesREAD MORE
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,"Nice product , according to under 60k,Battery backup are  not good .READ MORE"
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,Best laptop for gaming and allREAD MORE
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,What a beautiful laptop...This is totally above my expectations. This new IdeaPad series is exactly similar to the lenovo loq series...totally 😁READ MORE
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,"Worth every penny, best laptop in this range.Just go for it without any second thoughtsREAD MORE"
"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ARH7 Gaming Laptop  (15.6 Inch, Onyx Grey, 2.32 Kg, With MS Office)","₹59,990",15ARH7,Gaming Laptop,4.6,"Love this Product..i was confuse between HP Victus and Lenovo Ideapadbut Ideapad is better then Victusexcellent Thermal, Ram Management and Top of the Line DisplayREAD MORE"
"GIGABYTE Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) G5 MF-G2IN313SH Gaming Laptop  (15 inch, Black, 2.08 Kg)","₹79,990",G5 MF-G2IN313SH,Gaming Laptop,4.8,"Best laptop to get at 70k(With bank offers).i7 at 70k? Laptop is awesome. Its 12650H i7. But in pics it's mentioned as i5. Performance is great. Cooling is also great. The only downside is battery backup. I can barely get backup up to 1.5-2hr max. Apart from this, everything is great. Can run valorant around 300fps with high settings.READ MORE"
"GIGABYTE Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) G5 MF-G2IN313SH Gaming Laptop  (15 inch, Black, 2.08 Kg)","₹79,990",G5 MF-G2IN313SH,Gaming Laptop,4.8,Screen bleeding and dead pixelsREAD MORE
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,Nice product suitable for any type of working and not too short works fastREAD MORE
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,"The base is becoming a bit Heat within 30 minutes . But there is no problem.   Overall, it is a Nice laptop.READ MORE"
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,Hey everyoneAfter reading all reviews I have purchased this laptop.Received it today early morning. It took 3 hours to start and then I took help of HP Support system and the issue was resolved within 5 mins. So go for it. Display and sound it too good as per me. Highly recommended for students.READ MORE
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,In this price range its best laptop.READ MORE
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,Very fast laptop go for it little bit heating issue but don't worry about it it doesn't affects performance and batteryREAD MORE
"HP Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0008TU Chromebook  (15.6 Inch, Mineral Silver, 1.07 Kg)","₹27,490",15a- na0008TU,Chromebook,3.9,Nice laptopREAD MORE
